concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000171,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,ml,False,,,,,
201000172,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,6,ml,False,,,,,
201000173,Ingredient,桂皮,桂皮 (Ingredient),桂皮,[],调料,,,,,,,,1,块,False,,,,,
201000174,Ingredient,八角,八角 (Ingredient),八角,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,个,False,,,,,
201000175,Ingredient,郫县豆瓣酱,郫县豆瓣酱 (Ingredient),郫县豆瓣酱,[],调料,,,,,,,,20,克,False,,,,,
201000176,Ingredient,干辣椒,干辣椒 (Ingredient),干辣椒,[],调料,,,,,,,,4-6,个,False,,,,,
201000177,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鲤鱼清洗干净，改刀（在鱼身上多划几个伤口，方便入味）,1.0,"洗,切","刀,案板,盆",
201000178,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,娃娃菜清洗干净放入盘中备用,2.0,洗,"盆,盘",
201000179,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,锅中加油，等油热放入少盐、姜、蒜、郫县豆瓣酱、桂皮、八角炒出香味,3.0,炒,"炒锅,锅铲",
201000180,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,把鱼放锅里煎，每30秒需要翻面，共煎3分钟,4.0,煎,"炒锅,锅铲",3分钟
201000181,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,加入水（水量尽量和鱼平齐，可以少一点点），放入生抽、老抽、娃娃菜,5.0,煮,"炒锅,锅铲",
201000182,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,大火炖15-20分钟，汤汁快干时添加盐即可出锅,6.0,炖,"炒锅,锅铲",15-20分钟
201000183,Recipe,鳊鱼炖豆腐,鳊鱼炖豆腐 (Recipe),鳊鱼炖豆腐,"[{'term': '鳊鱼炖tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼stewed豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼炖老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼煲豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼炖嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",水产,3.0,,10-15分钟,20-30分钟,2-3人份,"煎鱼时间控制：鱼的两面各煎2-4分钟即可,煎鱼火候控制：煎鱼的时候全程中小火,出锅加蒜提味：最后出锅时加入一些切碎的大蒜味道会更好",dishes\aquatic\鳊鱼炖豆腐\鳊鱼炖豆腐.md,,,,,,,,
201000184,Ingredient,鳊鱼,鳊鱼 (Ingredient),鳊鱼,[],蛋白质,,,,,,,,550,克,True,,,,,
201000185,Ingredient,老豆腐,老豆腐 (Ingredient),老豆腐,[],蛋白质,,,,,,,,400,克,True,,,,,
201000186,Ingredient,姜,姜 (Ingredient),姜,[],调料,,,,,,,,5,片,False,,,,,
201000187,Ingredient,葱,葱 (Ingredient),葱,[],调料,,,,,,,,50,克,False,,,,,
201000188,Ingredient,蒜,蒜 (Ingredient),蒜,[],调料,,,,,,,,4,个,False,,,,,
201000189,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,2,ml,False,,,,,
201000190,Ingredient,桂皮,桂皮 (Ingredient),桂皮,[],调料,,,,,,,,1,块,False,,,,,
201000191,Ingredient,冰糖,冰糖 (Ingredient),冰糖,"[{'term': '冰片糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '块糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,5,块,False,,,,,
201000192,Ingredient,干辣椒,干辣椒 (Ingredient),干辣椒,[],调料,,,,,,,,4-6,个,False,,,,,
201000193,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,5,ml,False,,,,,
201000194,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,4,ml,False,,,,,
201000195,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,5-8,克,False,,,,,
201000196,Ingredient,八角,八角 (Ingredient),八角,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,1,个,False,,,,,
201000197,Ingredient,香叶,香叶 (Ingredient),香叶,[],调料,,,,,,,,1-3,片,False,,,,,
201000198,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,10,ml,False,,,,,
201000199,Ingredient,热水,热水 (Ingredient),热水,[],其他,,,,,,,,400,克,False,,,,,
201000200,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鳊鱼改刀，放上姜片和料酒腌制 5-10 分钟。,1.0,"切,腌制","刀,盆",5-10分钟
201000201,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,老豆腐切块后放入水中备用。,2.0,切,"刀,案板,盆",
201000202,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,锅中加油，放点盐防粘，把腌制的鱼用厨房纸擦干水分，放入锅中两面煎一下。,3.0,煎,"炒锅,厨房纸",4-8分钟
201000203,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,等两面都煎好时，把鱼推向锅边一点，留点空间放入葱姜蒜、干辣椒、香叶、八角炒出味道。,4.0,炒,锅铲,
201000204,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,炒出佐料香味后，加入料酒、生抽、老抽、冰糖、桂皮，倒入热水，水量和鱼平齐或者少点。,5.0,煮,锅铲,
201000205,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,大火烧开后，放入老豆腐，豆腐贴在锅边，加入食盐，转小火。,6.0,炖,锅铲,
201000206,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,小火烧 10-15 分钟，然后大火收点汁，即可出锅。,7.0,"炖,收汁",锅铲,10-15分钟
201000207,Recipe,黄油煎虾,黄油煎虾 (Recipe),黄油煎虾,"[{'term': '黄油pan-fried虾', 'language': 'en', 'language_code': 'en-US'}]",水产,3.0,,20分钟,10分钟,1份,"虾开背更入味,处理活虾小心用刀",dishes\aquatic\黄油煎虾\黄油煎虾.md,,,,,,,,
201000208,Ingredient,鲜虾,鲜虾 (Ingredient),鲜虾,[],蛋白质,,,,,,,,300,g,True,,,,,
201000209,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,7,g,False,,,,,
201000210,Ingredient,黑胡椒粒,黑胡椒粒 (Ingredient),黑胡椒粒,[],调料,,,,,,,,15,ml,False,,,,,
201000211,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,45,ml,False,,,,,
201000212,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201000213,Ingredient,米酒,米酒 (Ingredient),米酒,[],调料,,,,,,,,5,ml,False,,,,,
201000214,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201000215,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,2.5,ml,False,,,,,
201000216,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鲜虾摘除头部，顺带扯出虾线，使用剪刀剪开或菜刀片开虾背，沥干水分备用,1.0,切,"剪刀,菜刀",
201000217,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,小碗放入全部生抽、米酒、白糖、盐搅匀备用,2.0,搅拌,碗,
201000218,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,中大火热锅，热锅内放入食用油，等待油温升高,3.0,煎,炒锅,10秒
201000219,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,虾全部放入锅中，开始瓶磨黑胡椒，均匀地撒在虾上翻炒,4.0,炒,锅铲,
201000220,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,虾变色后加入黄油，黄油完全融化后倒入调制酱汁，继续翻炒,5.0,炒,锅铲,
201000221,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,大火翻炒收汁即可装盘,6.0,炒,"锅铲,盘子",15秒
201000222,Recipe,吐司果酱,吐司果酱 (Recipe),吐司果酱,[],早餐,1.0,,1分钟,2分钟,1人,"适合程序员,无需清洗工具,无额外垃圾,购买方便,干净卫生",dishes\breakfast\吐司果酱.md,,,,,,,,
201000223,Ingredient,吐司,吐司 (Ingredient),吐司,[],淀粉类,,,,,,,,2,片,True,,,,,
201000224,Ingredient,果酱,果酱 (Ingredient),果酱,[],其他,,,,,,,,足够涂满一面吐司的量,,False,,,,,
201000225,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将吐司放入面包机,1.0,烤,面包机,
201000226,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,"设置好档位,时间到了会自动弹出",2.0,烤,面包机,
201000227,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,两分钟后吐司加热完成弹出,3.0,烤,面包机,2分钟
201000228,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,"先取出一片吐司,涂满果酱再盖上另一片吐司即可",4.0,涂抹,,
201000229,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,用餐巾纸包一下可以边走边吃也可以吃完再出门,5.0,包装,餐巾纸,
201000230,Recipe,太阳蛋,太阳蛋 (Recipe),太阳蛋,[],早餐,2.0,,1分钟,3分钟,1人份,"蛋黄戳孔防爆裂,碗壁沾油防粘连,根据微波炉类型调整火候与时间,不可控火候微波炉需分次加热观察熟度",dishes\breakfast\太阳蛋.md,,,,,,,,
201000231,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000232,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,g,False,,,,,
201000233,Ingredient,油,油 (Ingredient),油,[],调料,,,,,,,,5,mL,False,,,,,
201000234,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,准备一个小碗，倒入计算好的油，撒盐，搅拌均匀。倾斜碗使油沾在碗表面。,1.0,搅拌,"小碗,筷子",1分钟
201000235,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,取出一个鸡蛋，打入小碗。,2.0,打蛋,小碗,10秒
201000236,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,在蛋黄表面戳孔，使用牙签戳5个或筷子戳1个，防止加热时爆裂。,3.0,戳孔,"牙签,筷子",10秒
201000237,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,放入微波炉加热。若使用可控火候微波炉，中火加热3分钟；若使用不可控火候微波炉，先加热1分钟，若未大面积成固体状，则每次追加加热30秒，直至达到个人喜欢的熟度。,4.0,微波,微波炉,3分钟
201000238,Recipe,完美水煮蛋,完美水煮蛋 (Recipe),完美水煮蛋,[],早餐,5.0,,5分钟,33分钟,1,"蛋黄中心温度控制在67±1°C,蛋白分层温度控制：外层100°C→87°C，中层87°C→55°C，内层55°C→30°C,多酚含量比传统煮法高23%,剥壳技巧：从钝端气室处开始，沿纵轴剥离蛋膜",dishes\breakfast\完美水煮蛋.md,,,,,,,,
201000239,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000240,Ingredient,沸水,沸水 (Ingredient),沸水,[],其他,,,,,,,,1500,ml,False,,,,,
201000241,Ingredient,温水,温水 (Ingredient),温水,[],其他,,,,,,,,1500,ml,False,,,,,
201000242,Ingredient,冰水,冰水 (Ingredient),冰水,[],其他,,,,,,,,适量,,False,,,,,
201000243,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,准备两锅水：A锅维持100°C沸水，B锅维持30°C温水,1.0,煮,锅,
201000244,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,用漏勺将鸡蛋放入A锅，启动定时器,2.0,煮,漏勺,
201000245,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,精准每2分钟将鸡蛋转移至另一锅水,3.0,煮,漏勺,2分钟
201000246,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,重复转移操作共16次（总时长32分钟）,4.0,煮,漏勺,32分钟
201000247,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,最后一次转移后，在B锅静置30秒,5.0,静置,,30秒
201000248,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,立即放入冰水（0摄氏度）终止加热（维持30秒）,6.0,冷却,碗,30秒
201000249,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,剥壳时从钝端气室处开始，沿纵轴剥离蛋膜,7.0,剥壳,,
201000250,Recipe,微波炉荷包蛋,微波炉荷包蛋 (Recipe),微波炉荷包蛋,[],早餐,1.0,,2分钟,80秒,1人份,盖盖子防溅,dishes\breakfast\微波炉荷包蛋.md,,,,,,,,
201000251,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,2,个,True,,,,,
201000252,Ingredient,饮用水,饮用水 (Ingredient),饮用水,[],其他,,,,,,,,35,ml,False,,,,,
201000253,Ingredient,芝麻油,芝麻油 (Ingredient),芝麻油,[],调料,,,,,,,,3,ml,False,,,,,
201000254,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,0.8,g,False,,,,,
201000255,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将鸡蛋打入小碗中，用筷子在所有鸡蛋黄上扎 2 个洞，避免加热弄脏微波炉,1.0,"打,扎","碗,筷子",
201000256,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,然后向碗内倒入常温饮用水,2.0,倒,碗,
201000257,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,再向碗内倒入食用盐,3.0,倒,碗,
201000258,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,最后加入芝麻油,4.0,倒,碗,
201000259,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将放好材料的碗放入微波炉中，高火加热 80 秒,5.0,微波,微波炉,80秒
201000260,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,到达设定时间后，使用抹布垫着手取出成品,6.0,取,抹布,
201000261,Recipe,微波炉蛋糕,微波炉蛋糕 (Recipe),微波炉蛋糕,[],早餐,1.0,,2-20分钟,1分15秒,1,"泡打粉让蛋糕更蓬松,加液体需少量多次防止水分过量导致湿瘪,食材总量不要超过容器的3/4",dishes\breakfast\微波炉蛋糕.md,,,,,,,,
201000262,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000263,Ingredient,面粉,面粉 (Ingredient),面粉,[],淀粉类,,,,,,,,15,g,True,,,,,
201000264,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,半个鸡蛋大,,False,,,,,
201000265,Ingredient,泡打粉,泡打粉 (Ingredient),泡打粉,[],调料,,,,,,,,2.5,g,False,,,,,
201000266,Ingredient,白（红）糖,白（红）糖 (Ingredient),白（红）糖,[],调料,,,,,,,,10,g,False,,,,,
201000267,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,g,False,,,,,
201000268,Ingredient,可选口味食材（如巧克力/香蕉/牛奶/坚果等）,可选口味食材（如巧克力/香蕉/牛奶/坚果等） (Ingredient),可选口味食材（如巧克力/香蕉/牛奶/坚果等）,[],其他,,,,,,,,适量,,False,,,,,
201000269,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,融化黄油与处理配料：挖半个鸡蛋大的黄油放进微波炉容器，加热15秒至融化；若使用巧克力或香蕉，将其融化或搅碎成颗粒/糊状。,1.0,"融化,搅碎","微波炉,微波炉容器",15秒
201000270,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,混合面糊：打入鸡蛋并打散，依次加入糖、盐、泡打粉、面粉及喜欢的非干性口味食材，搅拌至看不见干粉的稠酸奶状。最后在顶端加入可选的干燥食材（注意总食材不要超过容器的3/4）。,2.0,"搅拌,混合",微波炉容器,
201000271,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,微波加热与出锅：将容器放入微波炉，高火加热1分钟至蓬松蛋糕形态，取出后即可食用。,3.0,微波,微波炉,1分钟
201000272,Recipe,手抓饼,手抓饼 (Recipe),手抓饼,[],"早餐,主食",2.0,,35分钟,10分钟,1~2人,"烫面技巧,醒面时间,配料比例,保存方法",dishes\breakfast\手抓饼.md,,,,,,,,
201000273,Ingredient,面粉,面粉 (Ingredient),面粉,[],淀粉类,,,,,,,,200,克,True,,,,,
201000274,Ingredient,开水,开水 (Ingredient),开水,[],其他,,,,,,,,100,毫升,False,,,,,
201000275,Ingredient,冷水,冷水 (Ingredient),冷水,[],其他,,,,,,,,50,毫升,False,,,,,
201000276,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,15,毫升,False,,,,,
201000277,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,3,克,False,,,,,
201000278,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,False,,,,,
201000279,Ingredient,生菜,生菜 (Ingredient),生菜,[],蔬菜,,,,,,,,30,克,False,,,,,
201000280,Ingredient,火腿,火腿 (Ingredient),火腿,[],蛋白质,,,,,,,,30,克,False,,,,,
201000281,Ingredient,芝士片,芝士片 (Ingredient),芝士片,[],蛋白质,,,,,,,,1,片,False,,,,,
201000282,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,面粉放入碗中，加入开水搅拌成絮状，再加入冷水揉成光滑面团，覆盖湿布静置 20 分钟。,1.0,"搅拌,揉",碗,20分钟
201000283,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,面团分成每份约 100 克，搓圆，擀成薄片。,2.0,"分,搓,擀",擀面杖,
201000284,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,表面均匀涂抹食用油，撒上盐，卷成蜗牛状，松弛 10 分钟。,3.0,"涂抹,撒,卷",,10分钟
201000285,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,面团再次擀成薄饼，厚度均匀。,4.0,擀,擀面杖,
201000286,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,热锅中倒入油，小火煎至两面金黄起泡。,5.0,煎,"平底锅,锅铲",
201000287,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,煎好的饼依次铺入煎蛋、生菜、火腿、芝士片等配料，卷起即可。,6.0,"煎,铺,卷",平底锅,
201000288,Recipe,桂圆红枣粥,桂圆红枣粥 (Recipe),桂圆红枣粥,[],"早餐,主食",2.0,,20分钟,60分钟,1份,"可调整水量控制粥的稀稠程度,可通过控制桂圆数量调整甜度",dishes\breakfast\桂圆红枣粥.md,,,,,,,,
201000289,Ingredient,糯米,糯米 (Ingredient),糯米,[],淀粉类,,,,,,,,100,g,True,,,,,
201000290,Ingredient,红枣,红枣 (Ingredient),红枣,[],其他,,,,,,,,15,颗,False,,,,,
201000291,Ingredient,桂圆,桂圆 (Ingredient),桂圆,[],其他,,,,,,,,15,颗,False,,,,,
201000292,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将桂圆肉扒出，用清水洗两次，放入碗中浸泡 10 分钟,1.0,"洗,浸泡",碗,10分钟
201000293,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,红枣用清水洗两次，放入碗中浸泡 10 分钟,2.0,"洗,浸泡",碗,10分钟
201000294,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,糯米放入电饭锅中，清水淘米两次后，加入 2000ml 水,3.0,淘,电饭锅,
201000295,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将桂圆和红枣加入电饭锅,4.0,加,电饭锅,
201000296,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,打开电饭锅煮饭模式，1 小时后粥成,5.0,煮,电饭锅,1小时
201000297,Recipe,水煮玉米,水煮玉米 (Recipe),水煮玉米,[],早餐,2.0,,5分钟,15-20分钟,1人份,,dishes\breakfast\水煮玉米.md,,,,,,,,
201000298,Ingredient,新鲜玉米,新鲜玉米 (Ingredient),新鲜玉米,[],蔬菜,,,,,,,,1,个,True,,,,,
201000299,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,适量,,False,,,,,
201000300,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,2,克,False,,,,,
201000301,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,适量,,False,,,,,
201000302,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将新鲜玉米剥去外皮，剩部分玉米皮入锅,1.0,剥,锅,
201000303,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,加入淹过玉米约半节指头的水，加盐和糖,2.0,加,锅,
201000304,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,水煮开之后转至小火，加盖继续煮 15-20 分钟，玉米煮久点没事。,3.0,煮,锅,15-20分钟
201000305,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,煮熟后沥干水分，冷却后食用。,4.0,沥干,,
201000306,Recipe,溏心蛋,溏心蛋 (Recipe),溏心蛋,[],早餐,3.0,,0分钟,15分钟,1份,"溏心蛋有沙门氏菌感染风险，不建议静置5分钟以内,可根据个人喜好添加更多的水来调整熟度",dishes\breakfast\溏心蛋.md,,,,,,,,
